mjdmean mag dmag band
55203.64453125 15.964180946350098 0.20821186900138855 1
55375.63671875 15.991153717041016 0.047975923866033554 1
55375.63671875 15.648711204528809 0.1205001100897789 2
55563.953125 15.937517166137695 0.055901240557432175 1
55563.953125 15.832362174987793 0.1788126677274704 2
56661.82421875 15.904253005981445 0.053635627031326294 1
56839.859375 15.801857948303223 0.048560041934251785 1
56839.859375 15.619681358337402 0.16166818141937256 2
57026.0078125 15.977602005004883 0.04512550309300423 1
57026.0078125 16.15863800048828 0.2213122397661209 2
57197.87890625 15.98845386505127 0.0398552231490612 1
57197.87890625 15.673158645629883 0.12449335306882858 2
57389.41796875 16.004776000976562 0.040531303733587265 1
57389.41796875 15.768014907836914 0.13559123873710632 2
57558.421875 15.957442283630371 0.053252752870321274 1
57755.09765625 15.979511260986328 0.051825135946273804 1
57918.84765625 15.987868309020996 0.052580978721380234 1
57918.84765625 15.689122200012207 0.159837007522583 2
58122.23828125 15.871889114379883 0.047064799815416336 1
58122.23828125 15.769620895385742 0.19566193222999573 2
58279.2578125 15.869109153747559 0.05361012741923332 1
58279.32421875 15.975398063659668 0.2420303374528885 2
58486.31640625 15.897945404052734 0.05206501856446266 1
58644.75 15.99853801727295 0.04518309235572815 1
58644.75 15.726085662841797 0.15606507658958435 2
58850.5625 15.939140319824219 0.055679015815258026 1
59010.4453125 16.037561416625977 0.05337996035814285 1
59010.4453125 15.744793891906738 0.19298264384269714 2
