mjdmean mag dmag band
55268.0859375 17.222660064697266 0.11567714810371399 1
55268.01953125 16.47814178466797 0.20231109857559204 2
55449.7890625 17.16551971435547 0.0953088030219078 1
55449.7890625 16.57257080078125 0.1942162811756134 2
56730.1953125 17.159252166748047 0.11220937222242355 1
56730.1953125 16.71221923828125 0.2888256907463074 2
56912.2578125 17.234661102294922 0.11733533442020416 1
56912.2578125 16.888456344604492 0.3448868989944458 2
57093.53125 17.165157318115234 0.08432567864656448 1
57093.59765625 16.430898666381836 0.1676018387079239 2
57271.16015625 17.337974548339844 0.12831367552280426 1
57459.1640625 16.9829158782959 0.09622428566217422 1
57630.09765625 17.209815979003906 0.11565835028886795 1
57826.609375 17.1593074798584 0.10394608974456787 1
57992.05078125 16.996999740600586 0.08653932064771652 1
57992.05078125 16.494041442871094 0.23190364241600037 2
58188.8984375 17.11334991455078 0.1125231608748436 1
58352.55078125 17.2442684173584 0.12034577131271362 1
58554.68359375 16.888916015625 0.08704647421836853 1
58718.34375 17.17147445678711 0.1168779730796814 1
58718.34375 16.522340774536133 0.27818822860717773 2
58920.4765625 17.25521469116211 0.12183596193790436 1
59084.1484375 17.074466705322266 0.10023537278175354 1
59084.1484375 16.2688045501709 0.21041437983512878 2
