mjdmean mag dmag band
55217.5703125 16.19451904296875 0.06621859967708588 1
55217.5078125 16.613643646240234 0.3522152006626129 2
55406.95703125 16.104660034179688 0.05954102426767349 1
55406.95703125 15.918466567993164 0.17671437561511993 2
55582.0390625 16.27420997619629 0.08349370211362839 1
56679.84375 16.330583572387695 0.07642269879579544 1
56869.33203125 16.15890884399414 0.06337068974971771 1
56869.33203125 16.05767822265625 0.2269754260778427 2
57044.99609375 16.231414794921875 0.08076484501361847 1
57044.99609375 15.569402694702148 0.18123769760131836 2
57235.20703125 16.20493507385254 0.07166305184364319 1
57235.20703125 16.30330467224121 0.33045101165771484 2
57403.74609375 16.290307998657227 0.07819610834121704 1
57596.71484375 16.06672477722168 0.04496287181973457 1
57765.1484375 16.286821365356445 0.0735703632235527 1
57962.35546875 16.226957321166992 0.06399094313383102 1
58125.90234375 16.225845336914062 0.06437242776155472 1
58125.90234375 16.048686981201172 0.24556952714920044 2
58329.70703125 16.107255935668945 0.0652429535984993 1
58486.546875 16.2825927734375 0.07256576418876648 1
58692.078125 16.265605926513672 0.0794636532664299 1
58852.23046875 16.16946792602539 0.05785178765654564 1
58852.23046875 16.275569915771484 0.29799917340278625 2
59057.82421875 16.1283016204834 0.062257859855890274 1
