mjdmean mag dmag band
55328.06640625 16.894561767578125 0.13855984807014465 1
55328.06640625 16.282577514648438 0.268211305141449 2
55518.7265625 16.92838478088379 0.14379927515983582 1
55518.7265625 15.903477668762207 0.19794471561908722 2
56792.8359375 16.77089500427246 0.12638232111930847 1
56792.8359375 15.880094528198242 0.20765593647956848 2
56983.49609375 16.697309494018555 0.11956752836704254 1
56983.49609375 16.471290588378906 0.4171558618545532 2
57151.73828125 16.55165672302246 0.098714180290699 1
57151.73828125 16.307281494140625 0.3329785466194153 2
57345.4296875 16.74737548828125 0.13404975831508636 1
57345.4296875 15.830652236938477 0.22302791476249695 2
57510.58203125 16.572481155395508 0.0991390198469162 1
57510.58203125 15.846809387207031 0.19554880261421204 2
57710.95703125 16.79650115966797 0.12743262946605682 1
57873.6328125 16.87002944946289 0.1227274015545845 1
57871.109375 16.13697052001953 0.261870801448822 2
58076.58984375 16.843050003051758 0.14199359714984894 1
58076.58984375 15.979104042053223 0.2972715198993683 2
58232.984375 16.753704071044922 0.10455960780382156 1
58440.9140625 16.610069274902344 0.11671183258295059 1
58440.84765625 16.00896644592285 0.3039339780807495 2
58598.62109375 16.676063537597656 0.1204659566283226 1
58598.62109375 15.908111572265625 0.22798237204551697 2
58806.546875 16.774127960205078 0.10270749032497406 1
58966.39453125 16.84957504272461 0.11902482807636261 1
59171.99609375 16.600645065307617 0.13796614110469818 1
59171.99609375 15.879730224609375 0.3165591359138489 2
