mjdmean mag dmag band
55347.72265625 15.945396423339844 0.042910195887088776 1
55347.72265625 15.506653785705566 0.09822982549667358 2
55537.62890625 16.05672836303711 0.053528983145952225 1
55537.62890625 15.64508056640625 0.1309056580066681 2
56811.3359375 15.989898681640625 0.046464450657367706 1
56811.3359375 15.611091613769531 0.12777988612651825 2
57001.4921875 15.979663848876953 0.0547492653131485 1
57001.4921875 15.587699890136719 0.15228727459907532 2
57170.05859375 16.098352432250977 0.04571183770895004 1
57170.125 15.503389358520508 0.10571751743555069 2
57364.4375 16.063323974609375 0.05492374673485756 1
57364.4375 15.525503158569336 0.1330294907093048 2
57530.51171875 15.957052230834961 0.04849809408187866 1
57530.51171875 15.547526359558105 0.14076800644397736 2
57728.69921875 16.21138572692871 0.05950893461704254 1
57728.69921875 16.009876251220703 0.20702576637268066 2
57891.02734375 16.097822189331055 0.05391259118914604 1
57891.02734375 15.692814826965332 0.156810462474823 2
58094.25390625 16.090076446533203 0.05774621665477753 1
58094.25390625 15.932929039001465 0.199059396982193 2
58255.50390625 15.969062805175781 0.05249754711985588 1
58255.50390625 15.582594871520996 0.15288777649402618 2
58459.87890625 16.04541778564453 0.05186993628740311 1
58459.87890625 15.895909309387207 0.19422267377376556 2
58617.08203125 16.004737854003906 0.03854246810078621 1
58617.08203125 15.737954139709473 0.12729212641716003 2
58824.1328125 15.959786415100098 0.04860679805278778 1
58824.1328125 15.549220085144043 0.15075422823429108 2
58982.58984375 16.132192611694336 0.05627218261361122 1
58982.58984375 15.49325942993164 0.13560572266578674 2
59189.8359375 16.013442993164062 0.04669402167201042 1
59189.8359375 15.535289764404297 0.13098451495170593 2
