mjdmean mag dmag band
55357.4140625 17.03937339782715 0.1406947523355484 1
55357.4140625 15.914107322692871 0.17347146570682526 2
55535.28515625 16.36338233947754 0.27433350682258606 2
56819.52734375 16.973072052001953 0.12311442196369171 1
56999.88671875 17.03422737121582 0.15539047122001648 1
56999.88671875 16.128332138061523 0.2742714285850525 2
57182.8828125 16.98129653930664 0.09655410051345825 1
57182.8828125 15.929899215698242 0.153038889169693 2
57359.02734375 17.323368072509766 0.19178946316242218 1
57548.36328125 17.352561950683594 0.1929943710565567 1
57718.1875 16.979717254638672 0.12769632041454315 1
57912.53125 17.044816970825195 0.1421191692352295 1
57912.59765625 16.1982479095459 0.28361859917640686 2
58081.29296875 17.21694564819336 0.16038043797016144 1
58081.29296875 16.39405059814453 0.33212244510650635 2
58278.2421875 17.072677612304688 0.1641058772802353 1
58278.2421875 16.14031410217285 0.3239860534667969 2
58440.9375 16.927040100097656 0.11582057923078537 1
59009.76171875 16.76621437072754 0.12189764529466629 1
59173.1328125 17.09768295288086 0.14575396478176117 1
59173.1328125 16.307594299316406 0.30882877111434937 2
