mjdmean mag dmag band
55342.81640625 17.107677459716797 0.14994262158870697 1
55342.81640625 16.94122886657715 0.46787047386169434 2
55532.9453125 16.952905654907227 0.16297268867492676 1
55532.9453125 15.679235458374023 0.18048416078090668 2
56804.9453125 17.041240692138672 0.1602374166250229 1
56804.9453125 16.487274169921875 0.38737568259239197 2
56995.0625 16.92376708984375 0.1583193838596344 1
57163.8125 17.267635345458984 0.19959822297096252 1
57358.4140625 16.978591918945312 0.1294490545988083 1
57524.1484375 16.701147079467773 0.12406916916370392 1
57724.05859375 16.978057861328125 0.159054234623909 1
57886.171875 16.92684555053711 0.1431518942117691 1
57886.171875 16.236644744873047 0.3171491324901581 2
58092.0703125 16.70901107788086 0.12809482216835022 1
58246.66015625 16.98036766052246 0.1526976376771927 1
58453.87109375 17.06253433227539 0.17363490164279938 1
58613.046875 17.198707580566406 0.16148847341537476 1
58610.79296875 16.101123809814453 0.26180440187454224 2
58819.5 17.1628475189209 0.20745156705379486 1
58819.5 15.989810943603516 0.3133249878883362 2
58977.87109375 16.913448333740234 0.14207756519317627 1
58977.87109375 16.228853225708008 0.3255777657032013 2
