mjdmean mag dmag band
55204.9375 17.058067321777344 0.22448080778121948 1
55377.21875 16.773962020874023 0.1119365468621254 1
55377.21875 15.772259712219238 0.15529781579971313 2
55565.41015625 16.683975219726562 0.13235898315906525 1
55565.41015625 15.751788139343262 0.19170691072940826 2
56663.1484375 16.72245979309082 0.12197355926036835 1
56663.1484375 15.814275741577148 0.2248886674642563 2
56840.80859375 16.51423454284668 0.10766404122114182 1
56840.80859375 15.678236961364746 0.20627307891845703 2
57027.390625 16.985801696777344 0.15974465012550354 1
57027.390625 15.550647735595703 0.17273005843162537 2
57199.515625 16.759845733642578 0.10837999731302261 1
57199.515625 16.19989585876465 0.3065248727798462 2
57390.8671875 16.600461959838867 0.10881667584180832 1
57390.8671875 15.7334623336792 0.19940370321273804 2
57559.92578125 16.791990280151367 0.13120518624782562 1
57559.92578125 15.832097053527832 0.22783274948596954 2
57756.4765625 16.725439071655273 0.11983592063188553 1
57756.4765625 15.813076972961426 0.2131856083869934 2
57920.28515625 16.65869903564453 0.09988431632518768 1
57920.28515625 15.695172309875488 0.18278366327285767 2
58123.15625 16.598291397094727 0.10484933853149414 1
58120.703125 15.782100677490234 0.2276720255613327 2
58285.14453125 16.840368270874023 0.12292482703924179 1
58280.7578125 15.395557403564453 0.14152546226978302 2
58487.6953125 16.75020408630371 0.13295216858386993 1
58487.6953125 15.368326187133789 0.14918649196624756 2
58646.31640625 16.497812271118164 0.07495144754648209 1
58852.00390625 16.918027877807617 0.14681154489517212 1
58852.00390625 15.635993957519531 0.19951727986335754 2
59011.9453125 16.599008560180664 0.10701552033424377 1
59011.9453125 15.354259490966797 0.16197644174098969 2
