mjdmean mag dmag band
55340.2109375 16.532745361328125 0.08539138734340668 1
55340.2109375 15.897419929504395 0.1770685762166977 2
55530.55859375 16.334280014038086 0.07570429146289825 1
55530.55859375 15.615199089050293 0.14294946193695068 2
56803.703125 16.398025512695312 0.07718663662672043 1
56803.63671875 15.783249855041504 0.17269761860370636 2
56993.80859375 16.73650360107422 0.10829691588878632 1
56993.80859375 15.587601661682129 0.1578216850757599 2
57164.67578125 16.485445022583008 0.0848945677280426 1
57164.67578125 16.105955123901367 0.24464814364910126 2
57357.16015625 16.450275421142578 0.08498901128768921 1
57522.91015625 16.497526168823242 0.06339027732610703 1
57522.91015625 15.574857711791992 0.12228981405496597 2
57722.87109375 16.529531478881836 0.09478378295898438 1
57884.8671875 16.57615852355957 0.096100814640522 1
57884.8671875 15.704732894897461 0.18461911380290985 2
58087.12109375 16.415367126464844 0.08617944270372391 1
58087.12109375 16.20857048034668 0.30606862902641296 2
58245.42578125 16.420351028442383 0.07644630968570709 1
58452.68359375 16.433198928833008 0.06419973820447922 1
58612.3046875 16.592313766479492 0.08779709041118622 1
58612.3046875 15.885254859924316 0.19905222952365875 2
58818.31640625 16.449865341186523 0.08838978409767151 1
58818.31640625 15.901238441467285 0.23353180289268494 2
58976.63671875 16.5180721282959 0.08806112408638 1
59185.9140625 16.368741989135742 0.07751378417015076 1
59185.9140625 16.142763137817383 0.28751280903816223 2
