mjdmean mag dmag band
55206.19921875 16.704008102416992 0.19619086384773254 1
55392.4609375 16.840553283691406 0.12625163793563843 1
55570.44140625 16.946434020996094 0.1432037204504013 1
55568.359375 15.74178695678711 0.17544132471084595 2
56667.26953125 16.603134155273438 0.12447177618741989 1
56667.26953125 15.867547988891602 0.27335667610168457 2
56855.90234375 16.55238914489746 0.09049142897129059 1
56855.90234375 16.138011932373047 0.2825872004032135 2
57032.421875 16.7402400970459 0.13284584879875183 1
57032.421875 15.654040336608887 0.1978667825460434 2
57219.22265625 16.68907356262207 0.11033990234136581 1
57219.22265625 15.701545715332031 0.17821845412254333 2
57392.0859375 16.574039459228516 0.10841848701238632 1
57583.40625 16.662473678588867 0.11174768209457397 1
57754.77734375 16.757219314575195 0.11859707534313202 1
57949.12109375 16.89818572998047 0.13298299908638 1
57949.12109375 15.980420112609863 0.25564947724342346 2
58113.41015625 16.748340606689453 0.11868718266487122 1
58314.6796875 16.786542892456055 0.1301126331090927 1
58314.6796875 15.89739990234375 0.26890498399734497 2
58475.4296875 16.828542709350586 0.13838563859462738 1
58475.4296875 15.69360637664795 0.1977972388267517 2
58678.8515625 16.570507049560547 0.1104755774140358 1
58839.6796875 16.563772201538086 0.1080896332859993 1
58839.6796875 15.9761323928833 0.2551296055316925 2
59044.60546875 16.652240753173828 0.09236069023609161 1
59044.60546875 16.108673095703125 0.3171122372150421 2
