oid,time,magnitude,error,band
QSO_340.1232128+3.1446387,55349.59321400004,17.128999999999998,0.026894372789741182,W1
QSO_340.1232128+3.1446387,55530.00548699997,17.459,0.22853396935232412,W1
QSO_340.1232128+3.1446387,56814.04981874994,19.1795,0.256150617160832,W1
QSO_340.1232128+3.1446387,56994.635339,19.157,0.16530600856566227,W1
QSO_340.1232128+3.1446387,57175.79590819023,19.359,0.09470256336096453,W1
QSO_340.1232128+3.1446387,57353.60936931898,19.405,0.0423697012648687,W1
QSO_340.1232128+3.1446387,57543.03124140513,19.431,0.09248208368364697,W1
QSO_340.1232128+3.1446387,57713.351218777316,19.352,0.11972224901671777,W1
QSO_340.1232128+3.1446387,57907.36449549998,19.2965,0.14968757587178166,W1
QSO_340.1232128+3.1446387,58073.8043495,19.4125,0.05251442226145629,W1
QSO_340.1232128+3.1446387,58271.38965349997,19.189,0.4179171679403222,W1
QSO_340.1232128+3.1446387,58434.25285424996,19.418000000000003,0.04173652477147552,W1
QSO_340.1232128+3.1446387,58638.30174250005,19.08,0.14085106725952828,W1
QSO_340.1232128+3.1446387,58801.17423249997,19.43,0.07227567083571158,W1
QSO_340.1232128+3.1446387,59002.50329139996,19.4155,0.1750917616565672,W1
QSO_340.1232128+3.1446387,59165.99841940003,19.442,0.015711317134827214,W1
QSO_340.1232128+3.1446387,59370.05627050007,18.686,0.2440415492857264,W1
QSO_340.1232128+3.1446387,59529.96912149999,19.334000000000003,0.0548363866540932,W1
QSO_340.1232128+3.1446387,59734.072887500006,19.387,0.21872817301818906,W1
QSO_340.1232128+3.1446387,59896.70586449998,19.339,0.16465138820966227,W1
QSO_340.1232128+3.1446387,60098.05388049998,18.756,0.14839164396959864,W1
QSO_340.1232128+3.1446387,60260.793291499984,19.3855,0.06793122190194234,W1
QSO_340.1232128+3.1446387,60465.11495410002,17.731,0.3686643057991514,W1
QSO_340.1232128+3.1446387,55349.59321400004,17.477,0.08315635702999706,W2
QSO_340.1232128+3.1446387,55530.00548699997,17.971999999999998,0.08947871082267012,W2
QSO_340.1232128+3.1446387,56814.04981874994,17.961,0.14495309047240085,W2
QSO_340.1232128+3.1446387,56994.635339,18.389,0.08602645378617052,W2
QSO_340.1232128+3.1446387,57175.79590819023,18.291,0.0824115672477377,W2
QSO_340.1232128+3.1446387,57353.60936931898,18.497,0.07923039851019392,W2
QSO_340.1232128+3.1446387,57543.03124140513,18.302500000000002,0.12962694164408872,W2
QSO_340.1232128+3.1446387,57713.351218777316,18.211,0.16801093258888766,W2
QSO_340.1232128+3.1446387,57907.36449549998,17.781,0.24129070372416703,W2
QSO_340.1232128+3.1446387,58073.8043495,18.446,0.10910593560421987,W2
QSO_340.1232128+3.1446387,58271.38965349997,18.3395,0.19831504350775206,W2
QSO_340.1232128+3.1446387,58434.25285424996,18.168,0.11552914100725846,W2
QSO_340.1232128+3.1446387,58638.30174250005,18.0995,0.07858744245177554,W2
QSO_340.1232128+3.1446387,58801.17423249997,18.103,0.12669552123907496,W2
QSO_340.1232128+3.1446387,59002.50329139996,18.104,0.2925778742488913,W2
QSO_340.1232128+3.1446387,59165.99841940003,18.378,0.14482179579649926,W2
QSO_340.1232128+3.1446387,59370.05627050007,18.089,0.08230251334985905,W2
QSO_340.1232128+3.1446387,59529.96912149999,18.031,0.14280741551604095,W2
QSO_340.1232128+3.1446387,59734.072887500006,17.942,0.11126292059801424,W2
QSO_340.1232128+3.1446387,59896.70586449998,18.366,0.059597031476251915,W2
QSO_340.1232128+3.1446387,60098.05388049998,18.07,0.14401705454563357,W2
QSO_340.1232128+3.1446387,60260.793291499984,18.328,0.11612585467809615,W2
QSO_340.1232128+3.1446387,60465.11495410002,17.448,0.10508429156317012,W2
