oid,time,magnitude,error,band
QSO_49.3438069-26.7326955,55218.582084999995,19.207,0.07590984722256477,W1
QSO_49.3438069-26.7326955,55406.64944824998,19.1335,0.06953680663398243,W1
QSO_49.3438069-26.7326955,55583.92221024996,19.3855,0.10825317085425262,W1
QSO_49.3438069-26.7326955,56871.45473749996,18.932,0.0,W1
QSO_49.3438069-26.7326955,57046.567868994694,18.878999999999998,0.20718228688765913,W1
QSO_49.3438069-26.7326955,57232.518458139464,18.703000000000003,0.0,W1
QSO_49.3438069-26.7326955,57405.935867734384,19.133000000000003,0.0,W1
QSO_49.3438069-26.7326955,57599.959068005606,18.789,0.0,W1
QSO_49.3438069-26.7326955,57964.719080749994,18.765,0.14566399692442844,W1
QSO_49.3438069-26.7326955,58128.0889745,19.289,0.0,W1
QSO_49.3438069-26.7326955,58328.64979499996,19.054,0.0,W1
QSO_49.3438069-26.7326955,58852.06232199997,18.930999999999997,0.2679934700697012,W1
QSO_49.3438069-26.7326955,59059.226557000016,19.039,0.0,W1
QSO_49.3438069-26.7326955,59220.61833549996,19.112,0.0,W1
QSO_49.3438069-26.7326955,59583.69646450001,18.865,0.0,W1
QSO_49.3438069-26.7326955,55218.582084999995,18.727,0.061871668792308425,W2
QSO_49.3438069-26.7326955,55406.64944824998,18.728,0.07181422148437881,W2
QSO_49.3438069-26.7326955,55583.92221024996,18.991,0.05891515933951132,W2
QSO_49.3438069-26.7326955,56871.45473749996,18.12,0.0,W2
QSO_49.3438069-26.7326955,57046.567868994694,18.511000000000003,0.3507249634685279,W2
QSO_49.3438069-26.7326955,57232.518458139464,18.591,0.0,W2
QSO_49.3438069-26.7326955,57405.935867734384,19.073,0.0,W2
QSO_49.3438069-26.7326955,57599.959068005606,18.759,0.0,W2
QSO_49.3438069-26.7326955,57964.719080749994,18.414,0.1838477631085022,W2
QSO_49.3438069-26.7326955,58128.0889745,18.383,0.0,W2
QSO_49.3438069-26.7326955,58328.64979499996,18.435,0.0,W2
QSO_49.3438069-26.7326955,58852.06232199997,18.348,0.263750829382583,W2
QSO_49.3438069-26.7326955,59059.226557000016,18.157,0.0,W2
QSO_49.3438069-26.7326955,59220.61833549996,18.465,0.0,W2
QSO_49.3438069-26.7326955,59583.69646450001,18.659,0.0,W2
