oid,time,magnitude,error,band
QSO_353.62375+5.038056,55364.070501000024,19.765,,W1
QSO_353.62375+5.038056,55364.202740500026,19.655,,W1
QSO_353.62375+5.038056,55364.3349435,19.185000000000002,,W1
QSO_353.62375+5.038056,55364.46714649997,19.223999999999997,,W1
QSO_353.62375+5.038056,55364.53317499998,19.540999999999997,,W1
QSO_353.62375+5.038056,55364.59934950003,19.442999999999998,,W1
QSO_353.62375+5.038056,55364.665414499985,19.613999999999997,,W1
QSO_353.62375+5.038056,55364.73158900003,19.658,,W1
QSO_353.62375+5.038056,55364.797617499964,19.447000000000003,0.413,W1
QSO_353.62375+5.038056,55364.929820500016,19.685000000000002,,W1
QSO_353.62375+5.038056,55365.06206000002,19.645000000000003,,W1
QSO_353.62375+5.038056,55365.19426299999,19.738999999999997,,W1
QSO_353.62375+5.038056,55541.5040455,19.738,,W1
QSO_353.62375+5.038056,55541.504155,19.548000000000002,,W1
QSO_353.62375+5.038056,55541.63624849997,18.976,,W1
QSO_353.62375+5.038056,55541.76845150003,19.424,,W1
QSO_353.62375+5.038056,56641.945694,18.634,0.283,W1
QSO_353.62375+5.038056,57190.94329432544,19.502000000000002,,W1
QSO_353.62375+5.038056,55364.070501000024,18.570999999999998,,W2
QSO_353.62375+5.038056,55364.202740500026,18.916999999999998,,W2
QSO_353.62375+5.038056,55364.3349435,18.957,,W2
QSO_353.62375+5.038056,55364.46714649997,18.898,,W2
QSO_353.62375+5.038056,55364.53317499998,18.323999999999998,,W2
QSO_353.62375+5.038056,55364.59934950003,19.006999999999998,,W2
QSO_353.62375+5.038056,55364.665414499985,18.585,,W2
QSO_353.62375+5.038056,55364.73158900003,18.294999999999998,,W2
QSO_353.62375+5.038056,55364.797617499964,18.919999999999998,,W2
QSO_353.62375+5.038056,55364.929820500016,18.687,,W2
QSO_353.62375+5.038056,55365.06206000002,18.718,,W2
QSO_353.62375+5.038056,55365.19426299999,18.413,,W2
QSO_353.62375+5.038056,55541.5040455,18.849,,W2
QSO_353.62375+5.038056,55541.504155,18.235,,W2
QSO_353.62375+5.038056,55541.63624849997,18.767,,W2
QSO_353.62375+5.038056,55541.76845150003,18.864,,W2
QSO_353.62375+5.038056,56641.945694,18.038999999999998,,W2
QSO_353.62375+5.038056,57190.94329432544,18.284,0.375,W2
